track_id,track_name,artist_name,main_artist,canonical_title,release_date,popularity
7zkA4TSmYO1Bko2PnFn0YB,steven universe,l.dre,l.dre,steven universe,2020-02-21,67
051wt8AyLFgYnVuberd3vO,wap (feat. megan thee stallion),megan thee stallion,megan thee stallion,wap,2020-08-06,66
1RLrZnrr5nz64c7FrmSWfz,namorar não pode,rennan da penha,rennan da penha,namorar nao pode,2020-12-18,66
2E5NGLtMqDmeijWcntP8Ca,ice (feat. morgenshtern),morgenshtern,morgenshtern,ice,2020-07-31,66
3obAduhRTVHYojRBAINwSg,papa,younotus,younotus,papa,2020-07-24,66
3p07oZZpSNdVtN93M5yIY5,zombie (zombic & felix schorn remix),besomorph,besomorph,zombie,2020-05-15,66
3zZwwTNa27TDKUSNj2uuMc,say my name,matvey emerson,matvey emerson,say my name,2020-07-31,66
5JWrmR8lO6yg32iCaTweJ3,take my hand,jerome,jerome,take my hand,2020-02-21,66
5eU0KDvZVfFl4ehleRwGGF,sick and tired,iann dior,iann dior,sick and tired,2020-04-17,66
63GbPS9LjpQgldJFEInkQ1,ain't no sunshine,avocuddle,avocuddle,ain t no sunshine,2020-06-05,66
6HibhGOvkFN74gWRTr6w2i,say so - japanese version,rainych,rainych,say so japanese,2020-03-31,66
6WsaEpK2Bky9ZGCCaQPyg4,mad world,timmy trumpet,timmy trumpet,mad world,2020-12-04,66
0wI0S42Cg41DVGqIIVimTM,blinding lights,revelries,revelries,blinding lights,2020-07-03,65
1UxYmRBBJMMuzYcK9miSYs,they call me tiago (her name is margo),tiagz,tiagz,they call me tiago,2020-02-27,65
2Xoc4gqPbBa3QHKpBLJ5l8,then leave (feat. queendom come),beatking,beatking,then leave,2020-03-27,65
2ab4xGVMBb14NpPrj4xDq5,money mouf,tyga,tyga,money mouf,2020-09-18,65
3Eugjy9ObAlpPdS2gtOCe1,pop style - jack daily remix,jack daily,jack daily,pop style jack daily remix,2020-04-01,65
4F8wogXmIgCXEsi1FK0gH4,heart attack (feat. lau.ra),bronson,bronson,heart attack,2020-08-07,65
51i1OUSmicIa8vMcuU7HJT,cheating is a crime,たかやん,たかやん,cheating is a crime,2020-04-25,65
5KC7ginqShi7mhDQLttQh0,get in trouble (so what),dimitri vegas & like mike,dimitri vegas,get in trouble,2020-06-05,65
5lNsNowjCKqgafSWE7Ie2Z,drip like me,kenndog,kenndog,drip like me,2020-03-01,65
5pXy29xzxR3aTB0SYRI590,blanco,j balvin,j balvin,blanco,2020-03-19,65
6hLZzCS4E7AWo3PRBWy6az,whole lotta choppas,sada baby,sada baby,whole lotta choppas,2020-08-14,65
6wGJqxCSM2Ooo3171l1uch,i just died in your arms tonight,fallen roses,fallen roses,i just died in your arms tonight,2020-10-30,65
0HIj0uo7zaFIpkzUIkDlmL,freak,tyga,tyga,freak,2020-03-13,64
0IGxkEgMeF1dwOSIj2IUrT,crisis,jasiah,jasiah,crisis,2020-07-27,64
0QpOqKz66ZxHNqj2PPHiFF,backyard boy,claire rosinkranz,claire rosinkranz,backyard boy,2020-08-14,64
0YHL0wDP6b7ov6h0yEhorO,rave love,w&w,w,rave love,2020-10-23,64
0YYNIGKgAk34vZkV2NySie,thick,dj chose,dj chose,thick,2020-07-10,64
0e8fq9VuxCNti9IBlMFi6g,summertime sadness,strange fruits music,strange fruits music,summertime sadness,2020-07-03,64
0jGIMIyoRaZPx9tuO69Kvb,rebel,zum,zum,rebel,2020-09-11,64
0knRQzgvbUed6K74mX81hG,kabilang buhay,bandang lapis,bandang lapis,kabilang buhay,2020-03-20,64
0lQ2obtzmAsJu9xk3D6FqH,friendships (lost my love),pascal letoublon,pascal letoublon,friendships,2020-11-13,64
1JyRjcUxnDd0TaR5Sd0V3c,lambada,hr. troels,hr. troels,lambada,2020-01-31,64
1NUw61RX4Wtmxw7CLiP4kP,paubaya,moira dela torre,moira dela torre,paubaya,2020-10-31,64
1d6XDNrd6AjQiGHHVnTrfv,never change,dustystaytrue,dustystaytrue,never change,2020-05-21,64
1lNHWPDvKEbamKezpLq7HW,no song without you,honne,honne,no song without you,2020-07-03,64
2B5ub9OB8rZj5PqvsAwrKo,unfamiliar,seeb,seeb,unfamiliar,2020-05-01,64
2zJ2jLVDrl1tfMZkR89j4k,roses - imanbek remix [latino gang],saint jhn,saint jhn,roses imanbek remix,2020-07-17,64
3us3yACYidjyZwm9to0czY,magandang dilag,jm bales,jm bales,magandang dilag,2020-11-20,64
3yv7994DWTEk3ihwy75YBQ,don’t stop (feat. young thug),megan thee stallion,megan thee stallion,don t stop,2020-10-02,64
47UUjZbqZjcrzELnFBB1Ht,teka lang,emman,emman,teka lang,2020-03-25,64
4Qs3DkTFVG1QiOwd0BUa9o,wag na lang,mc einstein,mc einstein,wag na lang,2020-09-04,64
64vgWvPf41BreVeNomZ3nv,party girl - vize remix,staysolidrocky,staysolidrocky,party girl vize remix,2020-07-31,64
6djDjm3FGt1G3NUTfbrhu6,wonderful days,ummet ozcan,ummet ozcan,wonderful days,2020-12-18,64
6fMzgFFGzWCwiHMzDzNpp5,lets link,whoheem,whoheem,lets link,2020-08-20,64
76MjtLfZoTNc3BDqUVjuRH,patek,future,future,patek,2020-07-30,64
7opTGnWVJcm1e5mWWOldpg,f2020,avenue beat,avenue beat,f2020,2020-08-14,64
0TRmtiR9q6XnYDzXmoMpGC,all my heroes - radio edit,naeleck,naeleck,all my heroes,2020-07-31,63
0yqbODoDTXfE3hIkX8Gvcm,knicks,cochise,cochise,knicks,2020-11-20,63
1eDyjPYw65g3wvQ7xJLF5c,boo!,championxiii,championxiii,boo,2020-10-16,63
1rIIZijH9LIMqtdY5x9Ebe,brother louie,vize,vize,brother louie,2020-07-10,63
2CaFENbuuAiVhSoQUiPdTq,dumb (feat. charlott boss),timmy trumpet,timmy trumpet,dumb,2020-02-07,63
2NtcRpiK7HnSA8CuBQyY16,whatchu on today (feat. polo g),bankrol hayden,bankrol hayden,whatchu on today,2020-06-26,63
2nLvQLvndoBu21Ljx8INL0,por cima tu ta de mais - mtg 2020,dj dola do triângulo,dj dola do triangulo,por cima tu ta de mais mtg,2020-10-30,63
31iqpzg1ZXLLgq0L5iIwLe,throat baby (go baby),brs kash,brs kash,throat baby,2020-07-24,63
3INNLgKkHn8HOodDulCd7x,the bender (with brando),matoma,matoma,the bender,2020-04-24,63
3KaEY6zEGEtM0vJgYQpaoO,rude,koosen,koosen,rude,2020-03-27,63
3Q5gcEfnPdZu2dcJIppHqa,deep end,mr. pig,mr. pig,deep end,2020-12-18,63
3R6Hl2e7hAyCfofRRToKAo,malayo ka man,jr crown,jr crown,malayo ka man,2020-03-11,63
3VxOgQ9o1aKonFx4d5lPR3,canceled,larray,larray,canceled,2020-10-18,63
3jWNreHk8zyP5KUHyuoXf1,"my war (from ""attack on titan"")",miura jam,miura jam,my war,2020-12-30,63
438wODjSTL2jgn1nePaNew,sugar (remix) [feat. dua lipa],brockhampton,brockhampton,sugar,2020-03-06,63
4GurWpxvH3NoWz9f9wirPq,wet (she got that…),yfn lucci,yfn lucci,wet,2020-02-14,63
5O0JIw4YvvTdKlN9l69JFQ,"the banjo beat, pt. 1",ricky desktop,ricky desktop,the banjo beat pt 1,2020-08-21,63
696GCW6ySQQsyCClRzvkcv,"eu caçava as puta, agora as puta que me caça (feat. mc topre)",two maloka,two maloka,eu cacava as puta agora as puta que me caca,2020-12-01,63
7d0DnTugSgbAiYtcEkZqWN,overdose,mike candys,mike candys,overdose,2020-12-25,63
7d9ybTfliQ5iOJB0i364OS,trap pea,el alfa,el alfa,trap pea,2020-08-20,63
7h5JV2j5wEwMP2hQE12Nk4,roses,finn askew,finn askew,roses,2020-07-31,63
7meQTf97i7gyAzeHTLIytv,mírame - remix,nio garcia,nio garcia,mirame remix,2020-07-24,63
00PYMeyU91Xt0j9UwmEpoX,bassthoven,kyle exum,kyle exum,bassthoven,2020-06-26,62
0ITryF6orazSmjZ7HulP4i,fly me to the moon,avocuddle,avocuddle,fly me to the moon,2020-04-10,62
1282qgDXqqQiA6n3u1h32q,game,lucky luke,lucky luke,game,2020-12-04,62
1FgPyHX7HruKDL4Tx4MeZB,address it,lpb poody,lpb poody,address it,2020-05-05,62
1NzRZ7AosK7ZDumMsZYofo,just friends,audrey mika,audrey mika,just friends,2020-05-08,62
1PqZKNikSRknHiIsuw0wDn,i don't wanna be your friend,mark mendy,mark mendy,i don t wanna be your friend,2020-10-16,62
1qxnmVbl8To9W9BcbTS8yC,pj,ppcocaine,ppcocaine,pj,2020-08-02,62
2E79dyG3vXolWuWiEXqNMX,coffin,lil yachty,lil yachty,coffin,2020-10-23,62
2QNndTbo9mvgOoOKJvpEl2,i got you,bazzi,bazzi,i got you,2020-04-17,62
2SHKnOAz5CbUYhyxipfWr9,kids,alle farben,alle farben,kids,2020-05-15,62
2eukAOMjUM4pxnOdIsUia9,all dat (with megan thee stallion),moneybagg yo,moneybagg yo,all dat,2020-01-10,62
3BJiF37kmX4HCfYSO7qBnQ,laxed – siren beat,jawsh 685,jawsh 685,laxed siren beat,2020-04-24,62
3CwcGdFwFF3DfHGGppdI4X,muwop (feat. gucci mane),latto,latto,muwop,2020-07-30,62
3YaRY9vbpnggTArCdGVXnS,past lives,martin arteta,martin arteta,past lives,2020-09-21,62
3a22L5P9cix1HFNzjb3SpB,sulyap,jr crown,jr crown,sulyap,2020-07-13,62
3wapLdXDMiCZV9dWNg55Jh,holy moly (feat. nle choppa),blueface,blueface,holy moly,2020-03-13,62
48xPlyqrp76RSwJirihTHo,sun is shining,bob marley & the wailers,bob marley,sun is shining,2020-07-17,62
4KppkflX7I3vJQk7urOJaS,skechers (feat. tyga) - remix,dripreport,dripreport,skechers remix,2020-05-15,62
4QaEs6elipvDmcBVEVGrAH,got it all,blxst,blxst,got it all,2020-11-20,62
4nd9cEo5R4jGNcgPHDm7Ar,marikit,juan caoile,juan caoile,marikit,2020-05-21,62
4yzCXVdOKzt87w4bRItgNx,hugh hefner,ppcocaine,ppcocaine,hugh hefner,2020-09-11,62
5G5qyRHlLmZgy915TBTCkB,figure it out,blu detiger,blu detiger,figure it out,2020-04-17,62
5Ii1kY2dSOyMZpRGFa6NxO,mememe,bbno$,bbno$,mememe,2020-10-09,62
5au5NgWCdev4WeLRB3YEOR,hood baby,kbfr,kbfr,hood baby,2020-04-03,62
5usaydQKInuUpnaWQVTGM0,imagine,steve aoki,steve aoki,imagine,2020-07-17,62
64YAQSR4jfmtHeJudcQix2,"go dumb (feat. blackbear, the kid laroi and bankrol hayden)",y2k,y2k,go dumb,2020-04-15,62
6EHrppRT1Uj4cyShAujxFu,l-gante rkt,papu dj,papu dj,l gante rkt,2020-10-06,62
6pRlNmiZ15mI0D0Y9VBjDe,who's that what's that,niko b,niko b,who s that what s that,2020-05-29,62
6u0pZe0Uv7GBR0iKptfWRf,dessert,hyo,hyo,dessert,2020-07-22,62
7hoQMAdSZNSewG9iTNuBvZ,life is a highway,ruan nagel,ruan nagel,life is a highway,2020-05-30,62
7upI4eeUGFQWpHvFF36p2G,jelly,big homie ty.ni,big homie ty.ni,jelly,2020-12-11,62
0xPU0Sdkrva3RgRIPhK0zq,i met sarah in the bathroom {slow//reverb},ryan celsius sounds,ryan celsius sounds,i met sarah in the bathroom slow reverb,2020-10-05,61
14tNUeer5gUbUYvhYYTclS,reveal,the boyz,the boyz,reveal,2020-02-10,61
1bRjwdtScY2eMe9uMmsOkG,do it,chloe x halle,chloe,do it,2020-05-14,61
1x7DysraeqSgVgj95hHc3U,araw-araw love,flow g,flow g,araw araw love,2020-02-03,61
2KMLGJ1mPfRE4GNdL92rl3,toss a coin to your witcher,sonya belousova,sonya belousova,toss a coin to your witcher,2020-01-24,61
2b1yiFEFZYuvlBnClvNJHP,taco tuesday,migos,migos,taco tuesday,2020-05-05,61
35unzCfhT0U4gYcCgdf9DX,sigurado,zack tabudlo,zack tabudlo,sigurado,2020-12-04,61
36nyeTemTTMMJckGiiN8rH,don't speak,chaël,chael,don t speak,2020-12-11,61
660BgHpKo1jhR9MMSFn7CF,valentino - imanbek remix,24kgoldn,24kgoldn,valentino imanbek remix,2020-06-12,61
6il0ymgrw7QPbqOC1TLqdB,just the two of us,avocuddle,avocuddle,just the two of us,2020-04-17,61
6pOpsuCxYF1cuRkHBPDigj,shotta flow 5,nle choppa,nle choppa,shotta flow 5,2020-08-10,61
01TdkJ0lorIzBsdks8X1Tb,perlahan,guyon waton,guyon waton,perlahan,2020-02-03,60
0TkyAwi6LZCHEUrYKdc90N,kimi no toriko,rizky ayuba,rizky ayuba,kimi no toriko,2020-05-03,60
0XtJdLv5FZN09C2mTixh6S,coke & mentos,salem ilese,salem ilese,coke mentos,2020-11-17,60
14PR0pjBtKExCbUILkfohl,jumpman 4's,comethazine,comethazine,jumpman 4 s,2020-10-23,60
1RUZs8J5u9tgmVQ78Ok0Cd,softly / killing me softly with his song - tiktok remix,eduardo luzquiños,eduardo luzquinos,softly killing me softly with his song tiktok remix,2020-10-12,60
1SGhreIdQO3v7z6SOgEEHC,vibe for me (bob for me),aqyila,aqyila,vibe for me,2020-12-26,60
2CnNLqBpth6XEHdvzXlpZN,demons,stunna gambino,stunna gambino,demons,2020-12-10,60
42EG9CclEoBnRq7X5B7O9j,my heart went oops,tiagz,tiagz,my heart went oops,2020-01-29,60
4M61DpNzoLws32l7tvAbYL,push it right,moti,moti,push it right,2020-06-19,60
4qluwGB0E43AJFDcuQwKKV,si me dices que sí (feat. camilo) - r3hab remix,reik,reik,si me dices que si r3hab remix,2020-04-07,60
5Nz7bPlrxUA0NOqYHAaMm8,fight back,ummet ozcan,ummet ozcan,fight back,2020-03-06,60
5OxveXfvga2t0se21d96Ow,bored in the house,tyga,tyga,bored in the house,2020-03-28,60
5Q4UX8hxcaJEtAE9RtsmSY,feel something different,bea miller,bea miller,feel something different,2020-10-22,60
5QnE8WFS4D8sn6nVKqHCq6,candlelight,lizot,lizot,candlelight,2020-07-17,60
5RDViFyJMS0MBs5vfKk9d8,you & me,le shuuk,le shuuk,you me,2020-04-03,60
5fSZXFOZfPVW9gvnnG4ZVW,punk monk,playboi carti,playboi carti,punk monk,2020-12-25,60
7gj7UTufJDTQWuEPHHpvFr,love story remix (i love you) [tiktok dance],dj gotta,dj gotta,love story remix,2020-10-02,60
0oqCLlrb80hYS7RhMPUOh7,oi oi oi bakugou,la memerano,la memerano,oi oi oi bakugou,2020-05-18,59
1RsD951uUUlJx0MRioZfev,cry about it later,katy perry,katy perry,cry about it later,2020-08-28,59
1yOVxsH0yux1Gqsjb78xq3,heart to heart,phil the beat,phil the beat,heart to heart,2020-06-26,59
24iuOjPY4hQSxn9W2bsdmF,big jet plane,braaten,braaten,big jet plane,2020-12-24,59
2IaMy0anocqVCj9vMe8elL,outta my head,love harder,love harder,outta my head,2020-02-21,59
2duyHVCqcaX2FSwjzuZijF,love story,disco lines,disco lines,love story,2020-09-22,59
3EWxpqOSP0KWgUmRiklqGy,rueda - remix,chimbala,chimbala,rueda remix,2020-03-19,59
3NxWJWftvkstyxvb1pZlFo,teeth,5 seconds of summer,5 seconds of summer,teeth,2020-03-27,59
49V0fqoVlcv0rfosPBupbq,to build a home - slowed,seltememset,seltememset,to build a home slowed,2020-10-14,59
4HlwrvZ1Onf2Vh8PJtIvtE,talk tough,dustystaytrue,dustystaytrue,talk tough,2020-11-19,59
4nZhS4vsnO50wnSyMJraBj,upside down (feat. charlie puth),jvke,jvke,upside down,2020-10-30,59
4twPIcFhR0270afJADX60L,igjen og igjen (feat. tix),el papi,el papi,igjen og igjen,2020-08-07,59
57YMEPQhEy5F5Q715mW0n8,surrender - martin jensen remix,natalie taylor,natalie taylor,surrender martin jensen remix,2020-05-22,59
5MzNoRzcRrXH6kDtwnEAJD,be around me,will joseph cook,will joseph cook,be around me,2020-09-09,59
6BBD4ORMmIXeOND3kFQ1IB,take you dancing - r3hab remix,jason derulo,jason derulo,take you dancing r3hab remix,2020-08-20,59
6WtBVDL02RRvWlvzF4sjE9,cutie uyyy,soulthrll,soulthrll,cutie uyyy,2020-02-09,59
74fV8TuLZKVzSIOOGu8wwI,go stupid (feat. nle choppa & mike will made-it),polo g,polo g,go stupid,2020-02-14,59
1EUXDG92IvGineenvVwpQk,tamo loco to,mark b.,mark b.,tamo loco to,2020-01-22,58
1KOAr3G8LaibCpHeaWtL2u,mr. brightside,don diablo,don diablo,mr brightside,2020-08-21,58
1Q39L4T3XptJthNeazSK3I,bleeding love,vamero,vamero,bleeding love,2020-12-11,58
36mobZS4xtqqPqdJheb4MH,temperature,shaky vibes,shaky vibes,temperature,2020-02-03,58
4fRLdKddgF9HlNqOqLAUWl,famous,octavian,octavian,famous,2020-08-27,58
4zDxbbIOBxIIqSZyTpWg87,lead the race (undefeated),comethazine,comethazine,lead the race,2020-03-27,58
5MyIR4vCwqxnB0biyFqcdw,l.o.v.(e).,ella eyre,ella eyre,l o v,2020-05-08,58
5h1p0YgjEoJHyjvO9CcA5A,bassdrum,scooter,scooter,bassdrum,2020-06-05,58
6Veb4V2EGtNYx98DiXFk3B,confident slowed - remix,eduardo luzquiños,eduardo luzquinos,confident slowed remix,2020-12-22,58
0ROE31C8Wu4neZoR9stM9e,sasuke,lil uzi vert,lil uzi vert,sasuke,2020-04-24,57
13pv5UWJttg8NNplCaaOYh,binibini,matthaios,matthaios,binibini,2020-03-18,57
1qDLTUxg7xyylgtyNleurw,walk (feat. lil baby & 42 dugg),rylo rodriguez,rylo rodriguez,walk,2020-11-27,57
1tHV6RsOZkrYk8v40AWaGf,beautiful girls,danny avila,danny avila,beautiful girls,2020-01-31,57
29GfpfKba9AiYTwo30O494,tipo surfista,dj cleitinho,dj cleitinho,tipo surfista,2020-10-07,57
2JlIgHTECXRBQs9kb7KXKG,waiting,hbz,hbz,waiting,2020-02-07,57
2Lm41VRnYjEK5ElbuQ9AA7,friendships (lost my love) - atb remix,pascal letoublon,pascal letoublon,friendships atb remix,2020-12-18,57
2VwRXGDCd0Lr2RxwPc2vm3,psycho! - topic & b-case remix,masn,masn,psycho topic b case remix,2020-07-03,57
2ls9EkzWDajLOew46Ca4me,walked in,kevin powers,kevin powers,walked in,2020-11-06,57
3e7LQvyW617yxNW6mm0XdA,drilla,mo2crazee,mo2crazee,drilla,2020-03-19,57
44jJiCwGdnqqCkgqlvCIdp,miloves (otw sayo),king badger,king badger,miloves,2020-03-09,57
4VNZchycAjVwCqZfSWVEID,send me on my way,vibe street,vibe street,send me on my way,2020-07-17,57
6l15fvZdCB1pvNgeuFk6Fw,lonely,gabry ponte,gabry ponte,lonely,2020-06-05,57
6qOz1kGbS2yZ4SvTfRUYTw,the style weekend - remix,eduardo luzquiños,eduardo luzquinos,the style weekend remix,2020-11-28,57
6r7sdXUiKjgEx3I8GQRpSq,chinita girl,lil vinceyy,lil vinceyy,chinita girl,2020-03-06,57
7EEJU3Qme2yzu8Q0OTtct6,happy together,dimitri vegas & like mike,dimitri vegas,happy together,2020-04-24,57
7Mu3sCvXdMSlBLrUPOhWAG,locked up pt. 2,6ix9ine,6ix9ine,locked up pt 2,2020-09-04,57
1l3n3cIyHjEc7F78owErOa,kiss me,lucas estrada,lucas estrada,kiss me,2020-10-09,56
2YreeV0asmC6tgM4IH2g5F,pangga,matthaios,matthaios,pangga,2020-05-10,56
2fDU6OzMHcXumNBJ2fIjtH,lemon tree,gustixa,gustixa,lemon tree,2020-10-15,56
3KFei4ncqdevg1vZaAZgIL,i need you to know,armin van buuren,armin van buuren,i need you to know,2020-07-10,56
3eoFORgglclGm5uwLomyuv,golden wind!,mol$,mol$,golden wind,2020-09-18,56
433oHg3yvSo0Dtu67A1idB,muffins in the freezer,tiagz,tiagz,muffins in the freezer,2020-07-03,56
4hgn8VbLCTXFGJnHFIMHas,dirty laundry (slowed),blackbear,blackbear,dirty laundry,2020-12-20,56
54b8IPvheXDpro2VR2rWAS,ivana,soulstice,soulstice,ivana,2020-01-06,56
5K9KKn9ZsH85pUsKI5vTiq,...baby one more time,coopex,coopex,baby one more time,2020-11-20,56
5LNi0DUiEQ4Sp6JA5XUSIA,after party - chopnotslop remix,don toliver,don toliver,after party chopnotslop remix,2020-04-17,56
67ZJbNoYqvCTeEpVY90Goc,scream,neptunica,neptunica,scream,2020-11-06,56
6DaqBwun59rgzYEQROTbRv,triple s,yn jay,yn jay,triple s,2020-09-12,56
6l4aAgffkIQeIoGr5Ze52v,hypnotized,felix schorn,felix schorn,hypnotized,2020-12-04,56
7CftjFPCNYKLLAxDHp82vz,jóvenes no tan locos,funzo & baby loud,funzo,jovenes no tan locos,2020-03-19,56
06agGBuAaolKYrIwPyvSVU,the boat beat,ricky desktop,ricky desktop,the boat beat,2020-05-12,55
1tAJeXVHrIZDkZu3oOnIQ4,lost my mind,crash rarri,crash rarri,lost my mind,2020-03-03,55
225MThXJyRa2la7JtJGB4Q,gimme dat (feat. s.e.n),hugel,hugel,gimme dat,2020-09-18,55
2mbXtY2NbqCnrIzflWSA3I,mhm mhm,cdot honcho,cdot honcho,mhm mhm,2020-10-09,55
4Aor9l4tiok1Llkbu0vREb,puhon,tj monterde,tj monterde,puhon,2020-05-14,55
4YXwvMkVmoNQR4UCn2VcEr,virus,eastblock bitches,eastblock bitches,virus,2020-01-17,55
4jQiLyv1wtOtgKVEiA7yuq,tatted up (feat. fabo),k camp,k camp,tatted up,2020-04-24,55
5NFr84NNaAHt5B4zK9Vouh,catch me,damien,damien,catch me,2020-11-20,55
5Yz2hManF0nsjneS8HdvMx,cry for you,hyperclap,hyperclap,cry for you,2020-07-24,55
5hC7h0yWVMkxhLbNXCscBR,roxanne - remix,arizona zervas,arizona zervas,roxanne remix,2020-02-21,55
66vFlr5V4khlxqc1y3a8OX,de yang gatal gatal sa - dj desa remix,aldo bz,aldo bz,de yang gatal gatal sa dj desa remix,2020-10-30,55
6jOUNVhixHXNdzTVwRSJjR,safety dance,carstn,carstn,safety dance,2020-10-30,55
73OTmqCIE7YJCsFBGlgEkZ,volar (feat. susan diaz & victor cardenas),lele pons,lele pons,volar,2020-03-12,55
74PdooqFwI8VhklmayQ7dz,wrap me in plastic - slowed down version,chromance,chromance,wrap me in plastic slowed down,2020-10-30,55
7CoV64l2kDTuv2Y0sMA7ko,brag,aj gravity,aj gravity,brag,2020-11-13,55
7DWDaBN2DM2vSjDZIwZV1W,sick of you,jerome,jerome,sick of you,2020-11-13,55
7m3ro0wxkm9W4ILPRXfIzm,i'm crazy but you like that,ashley price,ashley price,i m crazy but you like that,2020-10-01,55
7wgMOXGsXLtJk3GNe2XiIJ,sin city - slowed,slowmemer,slowmemer,sin city slowed,2020-04-16,55
1NuQFIv9CXfGmG2qITzFJ1,lonely (marcus layton edit),lauwe,lauwe,lonely,2020-11-27,54
1RPvV6Qb8YBHgF4yRaC0U1,having you near me,bugoy drilon,bugoy drilon,having you near me,2020-11-06,54
2DdOns4tyNUbxDtTjbeOza,te quiero - tiktok remix,eduardo luzquiños,eduardo luzquinos,te quiero tiktok remix,2020-10-26,54
2JsAC3Ceymj3NQ0ZgUskx9,kimi no toriko best loop,dj facemask,dj facemask,kimi no toriko best loop,2020-08-23,54
2aQJOc2QUTdQl1J2Z9VxYO,problemas,paris boy,paris boy,problemas,2020-10-11,54
3vgf7gtRKDFNqFRJm7nA0m,haunt you (feat. chloe moriondo),x lovers,x lovers,haunt you,2020-10-02,54
4vJqUxSrQLfX6XLbp7aYW4,wanted,blanco,blanco,wanted,2020-09-25,54
6MTf9Q8yPuD8Vv2btCedNc,splash,championxiii,championxiii,splash,2020-04-08,54
09Mxpg8wkI1ynsc3sVDiUU,"bad boy (with wiz khalifa, bbno$, max)",yung bae,yung bae,bad boy,2020-05-29,53
0T5eWUavIN647AcUFXfZve,sadder badder cooler,tove lo,tove lo,sadder badder cooler,2020-05-22,53
1E6VVToI1O0hpm8aHKfgfO,cry for you,cuebrick,cuebrick,cry for you,2020-12-18,53
1ogvLGGpa958nRTH1W9p2v,opp stoppa,ybn nahmir,ybn nahmir,opp stoppa,2020-11-25,53
3o2i5lJIHshmbL62vSzVMv,nararahuyo,matthaios,matthaios,nararahuyo,2020-10-07,53
47wRVMx9CoTxB0tkQcaTW7,summer jam - alle farben remix,the underdog project,the underdog project,summer jam alle farben remix,2020-07-10,53
5SV1LzjQQxm9od88K3kwio,the evil folk,kaaze,kaaze,the evil folk,2020-02-21,53
69ILNxAuh3S9psVAd04cYf,tiktok shawty,karri,karri,tiktok shawty,2020-11-06,53
0WMFDSACtwQKmQQCMatB3m,goodbye - remix,eduardo luzquiños,eduardo luzquinos,goodbye remix,2020-10-08,52
27O75v8ZAn9QJHsDHpVgBo,push the feeling on,klaas,klaas,push the feeling on,2020-08-28,52
2k93T510m7yVqVRDFnKtnM,watermelon sugar,zita,zita,watermelon sugar,2020-08-07,52
2wZTwfWU6sd91TY8zXxzgH,baka di tayo,yayoi,yayoi,baka di tayo,2020-06-23,52
340mIDGqsUc0HqBa8CuYKi,halik,gloc 9,gloc 9,halik,2020-01-17,52
3BNwUaRo3w1teVSkd69sL8,bounty,ex battalion,ex battalion,bounty,2020-02-10,52
3voykgDTJc3HRbWTKaZ1ri,poverty,brandon thakidd,brandon thakidd,poverty,2020-11-23,52
59HA1SBz1DPCCvdDeILV7E,exile (feat. bon iver),taylor swift,taylor swift,exile,2020-07-24,52
5J0obeHgIFKkPiGBPTOqLw,panalo (trap cariñosa),ez mil,ez mil,panalo,2020-07-27,52
6ZBlzRKbfOex0VcxuuMWJm,ella quiere hmm... haa... hmm - tik tok remix,eduardo luzquiños,eduardo luzquinos,ella quiere hmm haa hmm tik tok remix,2020-09-09,52
0MzGlglhtPUWykfrJhfe4y,do it for you,w&w,w,do it for you,2020-03-13,51
11ON6lkjYap6uocrKTu5CH,wack jumper,glockboyz teejaee,glockboyz teejaee,wack jumper,2020-12-11,51
1GpbXhigzHuzqlIHELIcho,chanel - slowed,chvnge up,chvnge up,chanel slowed,2020-07-22,51
1dcAnjXxZDADLx2OK7AEj4,losing blood,pmbata,pmbata,losing blood,2020-11-20,51
2Xf6k7niuuyfY1aiHTe52d,take a chance,oliver heldens,oliver heldens,take a chance,2020-02-14,51
2r8NHrOUM2E9dXn74msSYx,dancing in the moonlight,dastic,dastic,dancing in the moonlight,2020-11-06,51
3PfIaebOIebV5RcxxTWDzy,dreamin',josefine,josefine,dreamin,2020-11-20,51
41VrMNKRvrfGMlrW71lq04,primadonna (with marc e. bassy & skizzy mars),plvtinum,plvtinum,primadonna,2020-10-09,51
4G5tyjccKnH2yGgh9TgPgy,over and out (feat. charlott boss),kshmr,kshmr,over and out,2020-02-14,51
4SlkCNvosh6H75Cx46Y4K0,falling,nicky romero,nicky romero,falling,2020-02-21,51
5HCab6cbYS5oQo29wc2dLq,love me,rompasso,rompasso,love me,2020-12-31,51
5XFKgI71IZC8o6JLY6ry6V,jugg,killbunk,killbunk,jugg,2020-11-23,51
5rjGJXarVebA04eHJ8QwEK,blinding lights. - slowed,oxy_gin,oxy_gin,blinding lights slowed,2020-04-08,51
5wSfQ994SRQb7dA1OHte2e,tick tock (feat. 24kgoldn) - sam feldt remix,clean bandit,clean bandit,tick tock sam feldt remix,2020-09-25,51
6Q16YW8BqY1L8ZpoqbUpSF,don't touch my truck,dj quarantine,dj quarantine,don t touch my truck,2020-04-24,51
6QmQcHZrWJuopMpQUFXbeB,love story cover,hiko,hiko,love story cover,2020-07-28,51
6UQ2RdJlPpTEWf79SiBlud,tinotoyo,jr crown,jr crown,tinotoyo,2020-04-24,51
7yhNPWeIkqj3qPr85Dbbev,thick (feat. megan thee stallion) - remix,dj chose,dj chose,thick remix,2020-10-29,51
0PNVMcb2Y6q4SHnKQLl4b5,oldest teenager,lexi jayde,lexi jayde,oldest teenager,2020-07-24,50
